sentId,sentence
lavender-cotton_1_6,"If I had peppermint with me, I would have combined them since the peppermint would have cooled my skin down, too."
lecithin_1_2,It is an upper for me--causes insomnia as well.
lecithin_2_0,I use it as a cell rebuilder.
lecithin_3_0,"When I quit smoking over 25 years ago, I started getting daily headaches."
lecithin_3_1,A relative suggested Lecithin and my headaches disappeared.
lecithin_3_2,"I take 1200 mg daily and if I miss a few days, headaches return."
lecithin_5_0,I was experiencing burning on my inner thighs that was especially bothersome at night.
lecithin_5_1,It felt like pepper spray had been applied to my legs.
lecithin_5_3,"Two 1200 mg capsules of lecithin, along with 500 mg of magnesium, has stopped this pain."
lecithin_5_4,I have used both soy lecithin and sun flower lecithin - both work.
lecithin_5_5,"Right now, I'm using Walgreen's Best brand."
lemon_4_0,"I used to get very sick with colds, infections, asthma, bronchitis...Started to drink half a lemon with water first thing in the morning every day."
lemon_4_1,Its been a year I dont get sick at all.
lemon_5_0,"Drinking warm lemon and water has shortened the duration of a cold for me, and eliminated much digestive distress."
lemon_5_1,Best of all my tinnitus all but disappears when I drink it regularly.
lemon_5_2,I sweeten it with pure stevia extract when I also just want a delicious fruity drink.
lemon-balm_2_0,Extremely effective at relaxing you.
lemon-balm_3_0,Lemon Balm calms my anxiety but takes away the benefit of drugs that were stopping my chronic diarrhea because it causes diarrhea.
lemon-balm_3_1,It also stopped the benefits of drugs that were helping my chronic Fatigue.
lemon-balm_3_2,I found myself exhausted still the next morning.
lemon-balm_3_3,The only dose I could tolerate was 1/4 capsule and still be able to function.
lemon-balm_3_4,It has a sedative effect that made me unable to care properly for my visiting grandchildren.
lemon-balm_3_5,Caution - DO NOT plan on using power tools while on this supplement.
lemon-balm_3_6,I had started to feel better on a Chinese herb but once I started Lemon Balm all those benefits disappeared.
lemon-balm_3_7,It's not worth the effort and cost.
lemon-balm_3_8,Keep track of your symptoms and open the pill and pour out what you do not need.
lemon-balm_3_9,I also poured some of the powder into water and it tasted fine - like a lightly flavored tea.
lemon-balm_3_10,The problem was that every time I used it I had to counteract the bad side effects with the Chinese herb.
lemon-balm_3_11,This capsule was Melissa(Lemon Balm) Extract (Melissa officinalis by Time Laboratories.200 mg.
lemon-balm_4_0,Rapid heartbeat from anxiety soothed
lemon-balm_5_0,"This is an update, I couldn't append original review."
lemon-balm_5_1,I've been taking lemon balm for almost three months.
lemon-balm_5_2,The change in how I react and deal with every day issues is amazing.
lemon-balm_5_5,And other every day things such as going out into public into places I'd felt uncomfortable in/at has changed.
lemon-balm_5_6,It has also affected how I deal with customers.
lemon-balm_5_7,I'm much easier to interact with and don't get all sound up over service issues.
lemon-balm_5_8,I use lemon balm as well as suntheanine and its a win.
lemon-balm_5_9,"I started using theanine first then added the lemon balm, and I'd say the lemon balm is the ringer."
lemon-eucalyptus_1_0,My family uses this vs products with deet or other repellents.
lemon-eucalyptus_1_1,"Because of all the rain we have had this year, we are inundated with mosquitoes but this repellent keeps them off!"
lemon-eucalyptus_1_2,You many need to reapply if outdoors for longs periods of time.
lemon-eucalyptus_1_3,Excellent product...at least in Ohio!
lemon-eucalyptus_2_0,I went to Africa and carried a bottle of lemon eucalyptus mosquito repellent....it works very well and good feeling instead of using DEET.
lemon-eucalyptus_3_0,I dabbed oil on various areas of my body and it didn't work at all.
lemon-eucalyptus_3_1,If anything it was itchy when placed on neck.
lemon-eucalyptus_3_3,Stick with lavender oil it works and isn't strong smelling like this or itchy on sensitive areas of skin
lemon-verbena_3_0,I was given the dry leaves to make a tea since I have asthma.
lemon-verbena_3_1,This works miracles fir me and can say is better than the prescription medicines i have gotten.
lemon-verbena_3_2,I truly recommend this for your respiratory needs
lemon-verbena_4_0,My daughter grows this in her garden and supplied me with an ample amount.
lemon-verbena_4_1,"I suffer from neck pain and stiffness and joint pain and sciatica, stress related concerns and sleepless nights."
lemon-verbena_4_2,I've used this so far for one night and slept so well and for the first time with lessened pain and less stiffness.
lemon-verbena_4_4,But so far I'm a believer for the simple fact that I feel a difference in that I'm less hyper and more focused.
lemon-verbena_5_0,I grow it in my garden.
lemon-verbena_5_1,I make an ice tea out of the leaves.
lemon-verbena_5_2,I mix it with a little sage leaves or mint also from my garden and sweeten it with liguid stevia from Trader Joes.
lemon-verbena_5_3,I drink twice as much water when I use it in ice tea.
lemon-verbena_5_4,"I sleep better, I'm more regular, It keeps me cooler in the summer heat and it's a great anti-depressive without any side effects."
lemongrass_4_0,Seems to also be a diuretic so important to drink lots of water.
levant-berry_1_0,using Vertisil with this berry has improved my vertigo and balance that is just amazing.
levant-berry_1_1,I have never felt so good in years.
licorice_1_0,began taking menopause / licorice root and wow immediately my hot flashes went away.
licorice_1_2,I know what works for one may not work for another.
licorice_1_3,Meno supp is the name.
licorice_2_0,I take this because I am constipated and it seems to help.
licorice_3_0,licorice paste works to remove callouses on my feet.
licorice_4_1,Its good at calming down the hot flashes and night sweats.
licorice_4_2,"Chek out "" Natural Healing"" book at library, book store , or health food store."
licorice_4_3,"It comes in as a candy, supplement, and as a tea."
lily-of-the-valley_1_0,full of energy and vitality wonderful!
lily-of-the-valley_1_1,I have a great homeopath who prescribed the right dosage I cannot recommend highly enough
lily-of-the-valley_3_0,After taking it I felt ten years older and depressed.
lime_1_0,This treatment does not work.
limonene_1_0,"I use it for GERD, acid reflux."
limonene_1_1,I have a Haiatal hernia.
limonene_1_3,I somtimes take Tums or Zantac if having a bad day.
limonene_1_4,I eliminated Nexium and Prilosec which have many bad side effects.
limonene_1_5,Also D-Limonene is costing only $5/month using 1 table per day.
limonene_2_0,"When I first took the l-limonene by Jarrow, it was too high a dose for my system."
limonene_2_1,So I took it in a lesser dose in my CoQH formula.
limonene_2_2,It reverses the regurgitation to help our food flow naturally in one direction...Out!
limonene_2_3,It helped with my peristaltic movement.
limonene_2_5,So I am now off it.
limonene_3_0,I've been taking Pepcid for at least two years for acid reflex.
limonene_3_1,I read in a nutrition magazine that taking Jarrow D-Limonene every other day for 20 days can help.
limonene_3_2,I discontinued the Pepcid and I'm on my second week and so far so good.
limonene_4_0,I take d-limonene aka orange peel oil in gel caps by Jarrow Formulas daily for heartburn and belching associated with coffee and/or chocolate consumption.
limonene_4_1,"It works but it can make you burp an odd orange flavor during the day, so I take it at bedtime."
limonene_4_2,I have noticed it does also help with relaxation or calming the mind when taken in the day if you can tolerate the orange burps.
linden_1_0,"If you have an any issues with frequentcy of bladder and or menopausal sweating, stay away from this tea."
linden_1_1,Did not notice any other benefits to busing urinating ans sweating during night.
linden_1_2,8-11 times going to bathroom.
linden_2_0,I have used Linden tea to help with anxiety and insomnia.
linden_2_2,My doctor is skeptic but he had seen the difference.
linden_2_3,I wake up more energetic and ready to tackle the world around me.
linden_3_0,I had difficulty sleeping due to anxiety.
linden_3_1,By drinking a cup of tilo linden tea i have been sleeping great.
linden_3_2,Its my remedy to calm down.
linden_3_3,I shared it with my daughter which experienced constipation and now she has regular bowel movements.
linden_3_4,Also sleeps well since she suffers bad allergies.
linden_3_5,I strongly recommend to drink it cold.
linden_4_0,Calms my racing heart stopsfibullating
linden_5_0,"Over one yr. off of a benzodiazapine drug (only med I took, which was for insomnia and rare anxiety), 2 mos."
linden_5_2,Prescribed and provided by my ND (naturopathic physician).
lingonberry_1_0,"I was doing some looking on here,and noticed the 3 reviews that was before mine was the same."
lingonberry_1_1,(read for yourself) so I wanted to put this on here to inform people that 3 post are the same like a copy and paste.
lingonberry_2_0,"I suffered from dry skin and hair, and brittle nails."
lingonberry_2_1,I was recommended Lingonberry by a friend.
lingonberry_2_3,I chose one of the popular lingonberry powders.
lingonberry_2_4,I was pleasantly surprised at the results.
lingonberry_2_5,"Within a week, I felt like I had more energy, and my hair and nails grew super quick."
lingonberry_2_6,It also really cut down my after meal bloating
lingonberry_3_0,"I was recommended Lingonberry as a climate appropriate berry that would help my skin, and reduce bloating."
lingonberry_3_1,I chose a popular Lingonberry Powder but was more than a little skeptical.
lingonberry_3_2,"Having used it for a month I can honestly say I feel better, and my hair and nails are growing extremely quickly."
lingonberry_3_3,I feel less bloated after Meals.
lingonberry_3_4,When I searched it again recently I saw a few other people saying similar things.
lingonberry_4_0,"I was recommended Lingonberry as a climate appropriate berry that would help my skin, and reduce bloating."
lingonberry_4_1,I chose a popular Lingonberry Powder but was more than a little skeptical.
lingonberry_4_2,"Having used it for a month I can honestly say I feel better, and my hair and nails are growing extremely quickly."
lingonberry_4_3,I feel less bloated after Meals.
lingonberry_4_4,When I searched it again recently I saw a few other people saying similar things.
lithium_1_0,It stabilizes my mood but far too many side effects.
lithium_1_1,The worst is muscle spasms and cramping in my feet and hands.
lithium_1_2,I don't see that as a listed side effect but it is for me.
lithium_1_3,Stopped taking it for awhile because of that.
lithium_1_4,Started again and frequent muscle spasms returned
lithium_2_1,Prior to taking I was taking a tricyclic anti-depressant which only made things worse.
lithium_3_0,it has worked this is the best i have felt in along time
lithium_4_0,I have control over my Bipolar Disorder.
lithium_4_1,Lithium allows me to slow down and think clearer and make better thoughts.
lithium_4_3,I get to see the outcome before I do something.
lithium_5_0,"While lithium has helped with mood swings, especially manic swings, it has had many drawbacks."
lithium_5_2,It has sucked out my sex drive entirely.
lithium_5_3,I have to pee all the time.
lithium_5_4,"Overall, the negatives of lithium for me have outweighed the positives."
liver-extract_2_0,This treatment was prescribed for my dog who has protein in her urine from liver disease.
liver-extract_2_1,"I started taking it with her, and immediately noticed that it has helped my vitamin B absorption rate."
liver-extract_2_2,"I had been taking bi-weekly injections due to an inability to absorb Vitamin B, and this has helped to keep my levels stable between shots."
liver-extract_3_1,I really needed the energy.
liver-extract_3_2,"I stopped using it for years, can't remember why."
liver-extract_3_3,"Just recently began using it again, being on a farm, working on a Master's program, and finding the need for some extra energy."
liver-extract_3_4,I love the product and feel good with it.
lobelia_2_0,It has helped keep my asthma in control
lobelia_3_0,I use it to help me sleep.
lobelia_3_1,Used it only 3 nights.
lobelia_3_2,So far it has helped.
lobelia_5_0,"I had used this in the past with no problems, but am having serious rapid intense heartbeat and shortness of breath after using it now."
lobelia_5_1,"Before I had an episode of tachycardia that took my pulse up to almost 200 (from hyperthyroidism), I could use this just fine."
lobelia_5_2,Now I'm sitting here waiting and wondering if I should go to the hospital.
lobelia_5_3,"I took just one capsule with a dropperful of mullein extract liquid for a chest cold, as expectorants."
lobelia_5_4,"In the past, they worked great together."
lobelia_5_5,"Now, suddenly, getting a terrible reaction!"
lobelia_5_7,The WebMD side effects say this can be very toxic.
lobelia_5_8,My experience with most herbs is that they are generally safe but this may be one rare exception.
lorenzos-oil_1_0,This product should work exellent for many conditions related to inflammations.
lorenzos-oil_1_1,"Mix it up with fishoils and polyphenols, and you have the perfect blend."
lotus_1_0,I use lotus (stamens) for a couple reasons.
lotus_1_1,I have digestive issues and diarrhea.
lotus_1_2,It seems to help for me.
lotus_1_3,I also use it for spiritual reasons as well.
lotus_2_0,I use Golden Seal topically for ringworm and other skin problems.
lovage_2_0,Took an extract from barlowes herbal extract along with avena sativa and nettle root extract.
lovage_2_1,The goal of which was to raise free testosterone for general health.
lovage_2_2,Felt no  T boosting effects at all.
lovage_2_3,Definetely did with the other two  supplements.
lovage_2_4,It did work well as a big time energy booster.
lovage_2_5,Blasted through a diet with a lot of steady state energy.
lovage_2_6,Seemed to really elevate the heartrate a lot.
lovage_2_7,Resting heartrate at 90+ bpm+.
lovage_2_8,Up from high normal rate of 75 bpm.
lovage_2_9,"At the end of 2, 5 days cycles I felt pretty frazzled from the constant stimulation."
luffa_1_0,I was taking this supplement to treat the symptoms of hayfever.
luffa_1_1,Whilst it appeared to work I often had to take a normal loratadine on top of it.
luffa_1_2,"After using this supplement for a couple of months, my blood pressure was through the roof."
luffa_1_4,I will certainly consider avoiding it this year or if I use it at all will be keeping a close eye on my blood pressure.
lutein_1_0,"I am taking Luitein 20mg for 1 month, vision slightly imporved but I developed chronic diarrhea and stoppped this dose."
lutein_3_0,"With a rare auto-immune disease of LYMPHOCYTIC COLITIS, Lutein in the supplement MacuHealth exacerabates the diarrhea, causing nausea, black tarry stools, upset stomach wheezing, hoarseness"
lutein_4_0,"lutein and zeaxanthin caused my scalp to break out, along with my eyebrows, along my mouth and eyelids."
lutein_4_1,I felt itchy on my body also.
lutein_5_0,Been taking  this for 2 months got chronic  diarrhea
lycopene_2_0,Lycopene over the counter is reasonably priced for 30 tablets.
lycopene_2_1,"However, I was told at Walmart, CVS pharmacy and Target that Lycopene is no longer sold there."
lycopene_2_2,So what supplement do I use now?
lycopene_3_0,"I am severely allergic to tomatoes, specifically lycopene."
lycopene_3_1,"When taking vitamins containing lycopene, I start breaking out in hives that do not stop erupting even after stopping lycopene."
lycopene_3_2,I have to take prednisone to finally undo what my lycopene exposure starts.
lycopene_3_3,This happened to me when lycopene was added to a vitamin I had taken for 20 yrs.
lycopene_3_4,One Daily from the Vitamin Shoppe and also Spectravite from CVS Pharmacy.
lycopene_4_0,since i started to use this treatment i am suffering from taste impairment.i am not able to taste anything sweet.
lysine_1_0,"OK, it does work for cold sores BUT, when I slathered some on at night, I woke up with very swollen lips."
lysine_1_1,O must be allergic to it.
lysine_2_2,"Now I only take 1000mg if I sense one and it doesn't show, I know they really suck but don't use them too much!"
lysine_3_0,As preventive to cold sores.
lysine_3_1,Controling lysine and arginine rich food intake also helps.
lysine_3_2,To prevent cold sore outbreaks arginine should never be consumed in excess to lysine.
lysine_3_3,"Cutting seeds, nuts, chocolate, etc."
lysine_3_4,also helps because they have a lot of  arginine.
lysine_3_5,So l-lysine suplement helps to balance daily intake.
lysine_3_6,1 mg is the correct daily dose for most people according to body weight.
lysine_3_7,More than 1 mg daily should be taken only if necessary and for little time.
lysine_4_0,Started taking 4000mg per day a month ago and have had increased abdomenal pain since.
lysine_4_1,Just got lab work done which indicates mild intestinal bleeding.
lysine_4_2,And I got a cold sore last week!
lysine_5_0,I'm a 25 year old woman who regrets not taking Lysine sooner!
lysine_5_2,I used to get cold sores every 6 weeks it seemed like....
lysine_5_3,I started taking one Lysine pill a day and I haven't had a cold sore in over a year!!
lysine_5_5,I'm so much more confident.
maca_1_0,I started taking 1.5 g of Maca daily to increase my energy and libido.
maca_1_1,I already take an array of supplements for different health issues and I also get the Depo Provera shot.
maca_1_3,"It's effectiveness for giving me energy was great, but not worth the horrible feelings I get when taking it."
maca_1_4,I really wanted the Maca to work for me.
maca_2_0,The first time I tried it I put about 1/2 teaspoon on my tongue.
maca_2_1,"I immediately felt like I was going to choke , so spat it out and rinsed my mouth."
maca_3_0,"After one dose (1/2 teaspoon) mixed into my daily smoothy, I developed insomnia and hot flashes."
maca_3_1,I never had a problem with either of these.
maca_3_2,"After two weeks, I tried it again with the same results."
maca_3_3,I bought a second brand and tried it again after two months.
maca_3_5,The first brand was FiveFoods.
maca_5_1,I'm 42 and I guess its changing my hormone balance in a positive way.
macadamia-nut_1_0,"I would like to, but I asked for "" POSSIBLE DELAYED EFFECTS OF DOG VS MACADAMIAN NUT"" and your site came up!!!"
madder_1_0,GOOD FOR DIURETIC AND SHIATICA
magnesium_2_0,Finding the right magnesium supplement that does not cause diarrhea isthe most difficult part.
magnesium_2_1,Magnesium glycinate is good for this.
magnesium_3_0,I have take prescription drugs for RLS for over 10 yrs and always have to reboot every 6 months.
magnesium_3_1,I tried Magnesium Glycerinate did and now do not have to take the prescription meds.
magnesium_4_0,"It has been less than a month, and I think it is helping."
magnesium_4_1,"At this point, it could be wishful thinking."
magnesium_4_2,It will take a little longer to be sure.
magnolia_1_1,It has helped us both rather dramatically.
magnolia_1_2,"It may have helped with appetite control, too."
magnolia_1_3,The only drawback is that I suspect that its antispasmodic properties may have actually caused me constipation.
magnolia_2_0,I have recently tried Lift Mode Magnolia bark powder - put in hot water and drank.
magnolia_2_1,It caused entire mouth and throat to go numb; then next day became extremely sore as though burnt.
magnolia_2_2,Not sure if this just a reaction or if should have taken differently (No instructions for use included)
magnolia_3_1,It is anti-anxiety effective although that is something I don't think is a problem for me.
magnolia_3_2,I am thinking of having my mother try it.
maitake-mushroom_1_0,I have melanoma moles and they were getting big so I started the drops and Reishi Coffee and pills.
maitake-mushroom_2_0,I have breast cancer .. three plus tumours and I would not have a mastectomy.
maitake-mushroom_2_4,Likewise I found my body could not tolerate salvestrols which I found wonderful for shrinking my tumours.
maitake-mushroom_2_6,"My body is intolerant to salicilates -- I have 'triad' symptoms -- sinusitis, nasal polyps, extreme reaction to aspirin and asthma."
maitake-mushroom_2_9,I am so so pleased for everyone who has found maitake useful and now I can take it!!
maitake-mushroom_3_0,"Added raw Maitake Mushrooms to organic vegetables, along with Oil of Oregano (origanum vulgare) and Tumeric to make green smoothies."
maitake-mushroom_3_1,Halted Prostate Cancer in its tracks!
maitake-mushroom_4_0,I have a brain tumour and it had run out of cavity space.
maitake-mushroom_4_1,I was suppose to be getting radiation but decided to try the maitake d fraction as a last resort before this happened.
maitake-mushroom_4_2,Ive just had my mri and the tumour is shrinking.
maitake-mushroom_4_3,In one year the next mri is due and if the tumour is shrunk again the hospital is going to write a paper.
maitake-mushroom_4_4,It is a miracle to say the least.
malabar-nut_1_0,it is related to infant deaths
male-fern_1_0,"I took VermaPlus for gut issues starting in July, 2011."
male-fern_1_1,"I did the 1st 15 weeks, but during week 14-15, I started to experience headaches, right eye vision problems, and 2 mouth sores."
male-fern_1_2,"Being a nurse, I had researched each ingredient and knew these could be adverse reactions; so, I quit taking it."
male-fern_1_3,"My gut issues were unresolved, BUT my 22 year bout with acne WAS resolved."
mangosteen_1_0,I started using mangosteen juice over 16 years ago because my wife marketed the product.
mangosteen_1_1,I did not expect any health benefit.
mangosteen_1_2,I have found that mangosteen is indispensable to my health since then.
mangosteen_1_5,I am now using a mangosteen powder stik twice daily.
mangosteen_2_0,5 days taking ThPlus and my allergies to my dog and to the seasonal pollen disappeared.
mangosteen_2_1,I haven't been sick in 6 months since I began taking ThPlus capsules.
mangosteen_2_2,And it's increased my friend's white blood cell count for the first time since his diagnosis of leukemia.
mangosteen_3_0,Was told it was helpful for .parkinsons.
mangosteen_4_0,I have been taking this juice for just over a month and I feel wonderful!
mangosteen_4_1,"My overall health, both mentally and physically are much improved!"
mangosteen_5_1,It's the same reaction I get to some exotic fruits/nuts that the skin or oils outside the actually fruit causes an allergic reaction.
manna_1_0,I no longer take diabetes drugs anymore.
manna_1_1,Manna Blood Sugar Support is my saviour.
maqui_2_1,Can you provide any herbs or supplement to ease the bone pain at all?
maqui_3_0,I've been taking Raw Maqui almost daily ever since my friend introduced me to it about 6 months ago.
maqui_3_1,I feels like my immune system is stronger (mainly because I haven't been sick since) and my skin has a healthier look to it.
maqui_3_2,I prefer Fruit Me Maqui out of all the brands.
maqui_4_0,I have spent 10 years working as a personal trainer helping people achieve a wide variety of health and fitness goals.
maqui_4_2,This natural supplement can act alone or in conjunction to a exercise and nutrition regime.
maqui_4_4,This ingredient has several clinical studies showing significant changes to weight loss and health state without exercise.
maqui_4_5,To research more about the studies visit; http://www.africanmango1234.com/clinicals_amlean.
marijuana_1_1,That was all I could think about - the pain.
marijuana_1_2,Taking high CDB/low THC (10):  3-4 puffs per day (1 puff every 4 hours of being active).
marijuana_1_3,"While I still have some pain, I  Have a life again."
marijuana_1_4,Pre-made salve did not work.
marijuana_1_5,"Making my own topical salve with MM & olive oil, etc."
marijuana_2_0,"fibromyalgia, crps/rsd,carpel tunnel in both wrists, tendonitis, chronic migraine."
marijuana_3_0,"I have Fibromyalgia,PTSD and anxiety."
marijuana_3_1,"I used a candy  and ate half,then at bedtime I put 2 drops under my tongue."
marijuana_3_2,I got a HORRIBLE reaction!!
marijuana_3_3,"I had anxiety,panic,dizzy,heart palpitations,severe heartburn and my chest felt like it was on fire!!!"
maritime-pine_1_0,Been taking 100mg for two weeks & am surprised at the results.
maritime-pine_1_1,My A1c's are in the 6 to 5.7 range.
maritime-pine_1_2,"Have had some low readings lately (52, 66, 62, but without any hypo effects."
maritime-pine_1_3,I attribute this to [occasionally] taking 25mg of metformin when I feel I might consume too many carbs.
maritime-pine_1_4,I rarely take metformin because of my semi-vegan diet & workouts.
maritime-pine_1_5,Since 08 my highest A1c was 6.2 & lowest was 5.7.
maritime-pine_1_6,Doc sez I actually only have to do the A1c once a year.
maritime-pine_1_7,"I'm super skeptical when it comes to supplements, but this pycnogenol & L-arginine/citrulline for hypertension has my bio markers exactly where I want them."
maritime-pine_1_8,Doc tells me I'm as pro-active as they get.
maritime-pine_1_9,I have an unopened bottle of simvistatin the pharmacy can't take back.
maritime-pine_3_0,Aic was 6.9 before and 6.3 within a few months on 100 mg pychnogenol.
maritime-pine_3_1,"My internist did not believe pychnogenol could do this, so I stopped using it and A1c went back to 6.9."
maritime-pine_3_2,Went back on it and A1c back to 6.3.
maritime-pine_3_3,Lost 15 lbs and A1c on pychnogenol went to 5.9.
maritime-pine_5_0,I do not take any prescription medications.
marjoram_1_0,I drink marjoram tea three or four times a week.
marjoram_1_2,I don't make it too strong and I am using fresh leaves from the garden.
marjoram_1_3,I have found it surprisingly relaxing.
marjoram_1_4,And I can well understand it might be useful aid for sleep.
marjoram_2_0,I can't say for sure since I just tried it for the first time tonight but please reflect on the first comment about baby wellness.
marjoram_2_1,"Though Web MD likes this for breastfeeding, read ALL information Web MD posted on it...there are different tabs."
marjoram_2_2,The first user neglected to click on it all and stated things already posted.
marjoram_2_3,Update...I just ate some fresh leaves in my protein yogurt and am getting sleepy.
marjoram_3_0,Picked it up for sleep apnea type of issues.
marjoram_3_1,Haven't snored once since and finally getting good sleep.using as aromatherapy tool.
marjoram_4_1,Please look into this further before adding it to your well baby diet.
marshmallow_1_0,This has been a lifesaver for my IC pain.
marshmallow_1_1,IC ruined 10 years of my life and now I have my life back.
marshmallow_1_2,I am using Nature's Way Marshmallow Root 480mg 2 capsules 2 times a day.
marshmallow_1_3,I rarely feel pain now and if I do it's a slight irritation instead of a debilitating pain.
marshmallow_2_0,I used this for stomach pain from ulcer.
marshmallow_4_0,I take Marshmallow Root for IC and it has been my lifesaver.
marshmallow_4_1,I take 2 tablets 3x a day and extra if I feel a flare coming on.
marshmallow_5_0,Helps with my interstitial cystitis.
marshmallow_5_1,I take 2 capsules a day.
marshmallow_5_2,Rarely have pain or flare ups when taken regularly.
mastic_1_0,I have used this to eliminate my Gerd problems.
mastic_1_1,I have also used this to treat my 11 year with H. Pylori since the horrible side effects of the 3 antibiotics depleted her completely.
mastic_1_2,We are now both on a daily maintenance of 1 pill a day each.
mastic_1_3,Wish I had known about mastic before I had my gallbladder removed.
mastic_1_4,I truly believe mastic gum would have relieved my symptoms because removing my gall bladder did not....
mastic_2_1,So whenever I have any discomfort I chew the gum.
mastic_3_0,"I was trying to wean off acid reducing medication after years of use, but having a lot of acid reflux."
mastic_3_1,"Majestic gum, used as directed, relieved the problem very quickly."
mastic_5_0,"Initially started using Cease Fire for h. pyloric inflammation, but then my dentist discovered it was removing plaque from my teeth."
mastic_5_1,My husband uses it and him gum disease is improving.
mastic_5_2,"He used it for two weeks prior to his last dental appointment, and was getting deep cleanings."
mastic_5_3,The dentist wanted to know what we were doing different.
medium-chain-triglycerides-mcts_1_0,"Have slow bowel transit, am using a little more than 1 TBS daily in warm Crystal Lite each morning with a little lemon."
medium-chain-triglycerides-mcts_1_1,So far it keeps things moving smoothly.
medium-chain-triglycerides-mcts_1_2,Am concerned about continuing use.
medium-chain-triglycerides-mcts_1_3,Will it build up in the intestinal track?
medium-chain-triglycerides-mcts_3_0,I am presently using MCT.
medium-chain-triglycerides-mcts_3_1,My concern is that I take Crestor because of high cholesterol.
medium-chain-triglycerides-mcts_3_2,"The contents of that product is Lipid,trygliceride and saturated fat."
medium-chain-triglycerides-mcts_3_3,All are known to be bad for our heart.
medium-chain-triglycerides-mcts_3_4,I also suffer from irregular heartbeat or AR.
melanotan-ii_1_1,I have NEVER been able to get a tan.
melanotan-ii_1_2,I kept from enjoying the ocean and going to the beach.
melanotan-ii_1_3,"So many events I missed out on growing up because I would burn terribly, even if only in the sun for 20 minutes."
melanotan-ii_1_5,This stuff has been Pure FREEDOM!
melanotan-ii_1_6,I cannot believe how tan I have become and I can enjoy days out on the boat and on the beach.
melanotan-ii_1_7,No longer embarrassed to wear shorts or hide my skin.
melanotan-ii_1_8,This product has truly Changed my life!!
melanotan-ii_1_9,I have such confidence and can ENJOY the outdoors without fear.
melanotan-ii_1_10,I experienced NO side effects.
melanotan-ii_1_11,I began very slowly .015 to .025 and currently at .040.
melanotan-ii_1_12,I did take 1/2 antihistamine in the beginning but now it is no longer needed.
melanotan-ii_1_13,Not once did I experience any ill effects.
melanotan-ii_1_14,"Go slowly, take your time... it will come."
melanotan-ii_1_15,Going slowly also reduces the moles/freckles you'll see.
melanotan-ii_1_16,"Even if you do see darker ones, they soon will blend with your new tanned skin."
melanotan-ii_1_17,I would only recommend this to those who cannot tan; redheads like me.
melanotan-ii_1_18,"If you can tan, it is better to do so without this."
melanotan-ii_1_19,Injecting is painless but does require commitment.
melanotan-ii_2_0,My dad is in his 60s and has used it for awhile.
melanotan-ii_2_1,He always looks so tan.
melanotan-ii_2_2,I asked him for some and started using it about 6 months ago.
melanotan-ii_2_3,I am just the right color.
melanotan-ii_2_4,In the summer it's super easy to get nice and golden tan and I use less product.
melanotan-ii_4_0,"bought from www.easytan.net got fantastic results, nil side effects and a great tan."
melatonin_1_0,Started taking 2 to 5 mlg.of melatonin for the past 6 to 8 months.
melatonin_1_1,Started having excruciating pain in every bone in my body.
melatonin_1_3,Helped with the morning headaches and sleep but the bone pain is so intense.
melatonin_1_4,Read the same thing by many people!
melatonin_1_5,Won't ever take it again.
melatonin_2_0,It did nothing for me.
melatonin_2_1,MD changed me to Sonata that give 5 hours of good sleep with NO hangover feeling in the morning
melatonin_3_0,I  never had a issue going to sleep but would wake up after a couple of hours started taking Melatonin now I cana?
melatonin_3_1,?t sleep at all I just lie there waiting I have no tiredness ita?
melatonin_3_2,?s a weird feeling think maybe not for me ita?
mercury-herb_1_0,first time no exprience yet  l have back pain due lumbar
mesoglycan_1_0,For the non-surgical treatment of chronic dull aching in rectal region possibly due to internal hemorrhoids.
mesoglycan_1_1,2 double blind studies show vastly better results than bioflavonoids
methionine_2_0,"I use Methionine in combination with Manganese and Calcium to reduce histadelia, a condition caused by the over-production of histamines."
methionine_2_1,My histadelia is directly related to food allergies.
methionine_3_0,"I was treated in Italy with Methionine, B12, and Vitamin K shots for two weeks."
methionine_3_1,"I was free of stomach acidity and reflex, no allergies, and clear mental health."
methionine_3_4,The effect lasted 2 1/2 years.
methionine_3_5,Later in life I discovered that I have Crohn's disease.
methionine_3_6,I did the treatment twice and had a wonderful 5 years of excellent health.
methionine_3_7,I tried the US medical doctors and I was told there is no such a thing.
methionine_3_8,Now I know that the doctors are not nutrition trained.
methionine_3_9,I am using Liver Support Factors by Country Life and is helping a lot.
methionine_3_10,Not the same as the shots I've got for two weeks one every other day.
methionine_3_11,The pills are good for a day where the shots lasted 2 1/2 years.
methoxylated-flavones_1_0,"I tried this, which was part of a proprietary formula(LipiTrim), to reduce my total cholesterol."
methoxylated-flavones_1_1,"About 2 weeks after taking 1 capsule, twice a day, I got such terrible heartburn which hardly responded to Rx acid blockers."
methoxylated-flavones_1_2,It when away when I stopped-after about 4 days.
methoxylated-flavones_1_3,I tried it again-just one capsule- and the heartburn returned.
methoxylated-flavones_1_4,Been fine off it since.
mezereon_1_0,Rubbed into hole on loose tooth that had a root canal.
mezereon_1_1,Apparently the cause of an immedite infection of the scalp area and down the spine.
mezereon_1_2,Antibiotics requird to cure the infection.
mgn-3_2_0,In 1999 I was diagnosed with MDS and my oncologist did not recommend Chemo mainly because Anemia was not a problem.
milk-thistle_1_1,but I WILL say that milk thistle MUST BE CONTRIBUTING to my super human liver !
